Date,Close,High,Low,Open,Volume,Return,Volatility,Momentum
2024-03-21,5241.52978515625,5261.10009765625,5240.66015625,5253.43017578125,4207730000,0.0032365354015160275,0.007262138742623631,5130.582310267857
2024-03-22,5234.18017578125,5246.08984375,5229.8701171875,5242.47998046875,3374700000,-0.0014021878490156903,0.005902058767611418,5137.589471726191
2024-03-25,5218.18994140625,5229.08984375,5216.08984375,5219.52001953125,3331360000,-0.0030549644525015296,0.005977905179862165,5143.750906808035
2024-03-26,5203.580078125,5235.16015625,5203.419921875,5228.85009765625,3871790000,-0.002799795225030266,0.005940391104624418,5150.1342540922615
2024-03-27,5248.490234375,5249.259765625,5213.919921875,5226.31005859375,3850500000,0.008630626525532925,0.006154688456565035,5158.244256882441
2024-03-28,5254.35009765625,5264.85009765625,5245.81982421875,5248.02978515625,3998270000,0.0011164855071790214,0.006111098293234166,5167.034272693452
2024-04-01,5243.77001953125,5263.9501953125,5229.2001953125,5257.97021484375,3325930000,-0.0020135845401164643,0.0061076608202975165,5174.0580822172615
2024-04-02,5205.81005859375,5208.33984375,5184.0498046875,5204.2900390625,3886590000,-0.0072390590731691296,0.006185785402686222,5177.330938430059
2024-04-03,5211.490234375,5228.75,5194.3701171875,5194.3701171875,3703250000,0.001091122364688113,0.0061717966123011015,5181.166178385417
2024-04-04,5147.2099609375,5256.58984375,5146.06005859375,5244.0498046875,4075680000,-0.012334336350379616,0.006376106207449702,5184.430943080357
2024-04-05,5204.33984375,5222.18017578125,5157.2099609375,5158.9501953125,3386780000,0.011099194174331695,0.006709409071469805,5189.1728515625
2024-04-08,5202.39013671875,5219.56982421875,5197.35009765625,5211.3701171875,3278180000,-0.00037463099831791524,0.0063599259871963045,5191.317150297619
2024-04-09,5209.91015625,5224.81005859375,5160.77978515625,5217.02978515625,3400680000,0.0014454931932483817,0.006158339655177044,5195.4228748139885
2024-04-10,5160.64013671875,5178.43017578125,5138.7001953125,5167.8798828125,3845930000,-0.009456980649108493,0.006545695294979402,5197.456217447917
2024-04-11,5199.06005859375,5211.77978515625,5138.77001953125,5172.9501953125,3509380000,0.007444797710585593,0.006282205359535175,5198.589076450893
2024-04-12,5123.41015625,5175.02978515625,5107.93994140625,5171.509765625,3963220000,-0.01455068829580164,0.00705598915299963,5196.593843005952
2024-04-15,5061.81982421875,5168.43017578125,5052.47021484375,5149.669921875,3950210000,-0.01202135494776202,0.00748785863243724,5192.371930803572
2024-04-16,5051.41015625,5079.83984375,5039.830078125,5064.58984375,4006200000,-0.0020565070133361507,0.007381424745539215,5189.244326636905
2024-04-17,5022.2099609375,5077.9599609375,5007.25,5068.97021484375,3596130000,-0.005780602724641426,0.007286920344596727,5183.186709449405
2024-04-18,5011.1201171875,5056.66015625,5001.89013671875,5031.52001953125,3619760000,-0.002208160119998248,0.007119333732252184,5175.215773809524
2024-04-19,4967.22998046875,5019.02001953125,4953.56005859375,5005.43994140625,3878750000,-0.00875854812743615,0.0068625626731929085,5162.959100632441
2024-04-22,5010.60009765625,5038.83984375,4969.39990234375,4987.330078125,3820250000,0.008731248071466746,0.007184621506971162,5151.962448846726
2024-04-23,5070.5498046875,5076.1201171875,5027.9599609375,5028.85009765625,3751400000,0.011964576270872662,0.007815665522597983,5144.170526413691
2024-04-24,5071.6298828125,5089.47998046875,5047.02001953125,5084.85986328125,3656740000,0.0002130100613548791,0.007815318227291214,5137.191476004465
2024-04-25,5048.419921875,5057.75,4990.580078125,5019.8798828125,3958050000,-0.004576430353515626,0.007841635416146218,5129.802897135417
2024-04-26,5099.9599609375,5114.6201171875,5073.14013671875,5084.64990234375,3604140000,0.01020914263474304,0.007949528976850107,5122.730026971726
2024-04-29,5116.169921875,5123.490234375,5088.64990234375,5114.1298828125,3447450000,0.0031784486665891176,0.007993945466621766,5116.150018601191
2024-04-30,5035.68994140625,5110.830078125,5035.31005859375,5103.77978515625,4082470000,-0.01573051358686217,0.008598082348628706,5106.241443452381
2024-05-01,5018.39013671875,5096.1201171875,5013.4501953125,5029.02978515625,4544170000,-0.0034354388154940185,0.008519492200233618,5097.316685267857
2024-05-02,5064.2001953125,5073.2099609375,5011.0498046875,5049.31982421875,4381660000,0.009128437077573048,0.008826613417319093,5090.302873883928
2024-05-03,5127.7900390625,5139.1201171875,5101.22021484375,5122.77978515625,3924990000,0.012556739721478527,0.008945061427026871,5089.378115699405
2024-05-06,5180.740234375,5181.0,5142.419921875,5142.419921875,3683250000,0.01032612390701182,0.008897953217883194,5088.254324776785
2024-05-07,5187.7001953125,5200.22998046875,5178.9599609375,5187.2001953125,3987890000,0.0013434298232750663,0.008903957602912375,5087.554803757441
2024-05-08,5187.669921875,5191.9501953125,5165.85986328125,5168.97998046875,3842100000,-5.835618166138978e-06,0.00889701744510091,5086.495744977678
2024-05-09,5214.080078125,5215.2998046875,5180.41015625,5189.02978515625,3727370000,0.005090947698625836,0.008701643887539823,5089.0405040922615
2024-05-10,5222.68017578125,5239.66015625,5209.68017578125,5225.490234375,3617900000,0.001649398844549843,0.008562050895454809,5090.165271577381
2024-05-13,5221.419921875,5237.259765625,5211.16015625,5233.080078125,4255710000,-0.00024130405535727206,0.007866324327198557,5094.832403273809
2024-05-14,5246.68017578125,5250.3701171875,5217.97998046875,5221.10009765625,4763580000,0.004837813139759728,0.007319510180646456,5103.6352771577385
2024-05-15,5308.14990234375,5311.759765625,5263.259765625,5263.259765625,4360810000,0.011715927882596233,0.007575336041854504,5115.860979352678
2024-05-16,5297.10009765625,5325.490234375,5296.18994140625,5310.06982421875,3817470000,-0.0020816677921287052,0.0074171873772574375,5128.950985863095
2024-05-17,5303.27001953125,5305.4501953125,5283.58984375,5303.10009765625,3578120000,0.0011647735102702228,0.007344779094993962,5142.862885974702
2024-05-20,5308.1298828125,5325.31982421875,5302.39990234375,5305.35009765625,3420100000,0.0009163899374069473,0.006876796139608709,5159.0962146577385
2024-05-21,5321.41015625,5324.31982421875,5297.8701171875,5298.68994140625,3662240000,0.002501874243978186,0.006759090516240897,5173.896693638393
2024-05-22,5307.009765625,5323.18017578125,5286.009765625,5319.27978515625,3847130000,-0.002706123039226127,0.006528689804426781,5185.156691778274
2024-05-23,5267.83984375,5341.8798828125,5256.93017578125,5340.259765625,3869520000,-0.0073807894850155265,0.0068464167877139576,5194.5000232514885
2024-05-24,5304.72021484375,5311.64990234375,5278.39013671875,5281.4501953125,3005510000,0.0070010425881694704,0.00677033408049879,5206.704799107143
2024-05-28,5306.0400390625,5315.91015625,5280.89013671875,5315.91015625,3751540000,0.0002488018529340774,0.0065395970353925754,5216.518136160715
2024-05-29,5266.9501953125,5282.27001953125,5262.7001953125,5278.72998046875,3552750000,-0.007367046509680453,0.006835400367956634,5223.698149181548
2024-05-30,5235.47998046875,5260.2099609375,5222.10009765625,5259.77001953125,3818750000,-0.005975035585443322,0.005876798414295841,5233.211960565476
2024-05-31,5277.509765625,5280.330078125,5191.68017578125,5243.2099609375,5437160000,0.00802787620486467,0.0058916436296013045,5245.550990513393
2024-06-03,5283.39990234375,5302.10986328125,5234.31982421875,5297.14990234375,4046920000,0.0011160825806737495,0.005691297149095584,5255.989071800595
2024-06-04,5291.33984375,5298.7998046875,5257.6298828125,5278.240234375,3707900000,0.0015028090913065117,0.005155480560461861,5263.777157738095
2024-06-05,5354.02978515625,5354.16015625,5297.64013671875,5314.47998046875,3591460000,0.011847649793331305,0.005294411536857462,5272.029041108631
2024-06-06,5352.9599609375,5362.35009765625,5335.35986328125,5357.7998046875,3609990000,-0.00019981663563317653,0.005308569547561702,5279.898553757441
2024-06-07,5346.990234375,5375.080078125,5331.330078125,5343.81005859375,3692760000,-0.0011152197300303701,0.0053298627697837666,5287.485235305059
2024-06-10,5360.7900390625,5365.7900390625,5331.52001953125,5341.22021484375,3622280000,0.0025808546645145203,0.005272077398049274,5294.471423921131
2024-06-11,5375.31982421875,5375.9501953125,5327.25,5353.0,3568030000,0.0027103813151374556,0.005280313845264193,5301.739978608631
2024-06-12,5421.02978515625,5447.25,5409.1298828125,5409.1298828125,3962840000,0.008503672791998707,0.005486375805923596,5311.245210193452
2024-06-13,5433.740234375,5441.93017578125,5402.509765625,5441.93017578125,3530380000,0.0023446558536817097,0.005444220195201279,5320.15283203125
2024-06-14,5431.60009765625,5432.39013671875,5403.75,5424.080078125,3438650000,-0.000393860697500914,0.004947107457377426,5326.031412760417
2024-06-17,5473.22998046875,5488.5,5420.39990234375,5431.10986328125,3447840000,0.007664386564552705,0.005088151700100043,5334.418550037202
2024-06-18,5487.02978515625,5490.3798828125,5471.31982421875,5476.14990234375,3544330000,0.0025213273947457537,0.005091345212448093,5343.169015066965
2024-06-20,5473.169921875,5505.52978515625,5455.56005859375,5499.990234375,3847060000,-0.0025259318472709014,0.005170461770126307,5351.028064546131
2024-06-21,5464.6201171875,5478.31005859375,5452.02978515625,5466.77001953125,6773800000,-0.001562130321101196,0.005205913057806551,5357.847586495535
2024-06-24,5447.8701171875,5490.66015625,5447.58984375,5459.580078125,3696750000,-0.003065171894990004,0.005220223046999276,5364.555222284226
2024-06-25,5469.2998046875,5472.8798828125,5446.56005859375,5460.72998046875,3591960000,0.003933590015736899,0.004854776058601399,5374.148553757441
2024-06-26,5477.89990234375,5483.14013671875,5451.8701171875,5460.7099609375,3563920000,0.0015724312002203256,0.004706240913036389,5382.395205543155
2024-06-27,5482.8701171875,5490.81005859375,5467.5400390625,5473.58984375,3589530000,0.0009073212238914774,0.004699386182442476,5390.815685453869
2024-06-28,5460.47998046875,5523.64013671875,5451.1201171875,5488.47998046875,7199220000,-0.004083652583445674,0.004434218288339602,5400.031389508928
2024-07-01,5475.08984375,5479.5498046875,5446.52978515625,5471.080078125,3488760000,0.0026755639309195,0.004069542560878283,5411.4413829985115
2024-07-02,5509.009765625,5509.68994140625,5458.43017578125,5461.83984375,3329950000,0.006195317856513505,0.00395503549134904,5422.465192522322
2024-07-03,5537.02001953125,5539.27001953125,5507.419921875,5507.43994140625,2179470000,0.005084444409779065,0.004002508791242089,5434.542340959822
2024-07-05,5567.18994140625,5570.330078125,5531.6298828125,5537.91015625,3253080000,0.005448765178485582,0.004058267916961639,5447.678059895833
2024-07-08,5572.85009765625,5583.10986328125,5562.509765625,5572.75,3185670000,0.0010166989647510949,0.003443290093926941,5458.098074776785
2024-07-09,5576.97998046875,5590.75,5574.56982421875,5584.240234375,3232920000,0.0007410719362856977,0.003420442649076344,5468.765694754465
2024-07-10,5633.91015625,5635.39013671875,5586.43994140625,5591.259765625,3336100000,0.010208065293514812,0.003784590569837978,5482.428548177083
2024-07-11,5584.5400390625,5642.4501953125,5576.52978515625,5635.2099609375,4020950000,-0.008763028841120457,0.0045119841481386334,5493.083310081845
2024-07-12,5615.35009765625,5655.56005859375,5590.43994140625,5590.759765625,3700280000,0.0055170270744306915,0.004576468358289701,5504.513323102678
2024-07-15,5631.22021484375,5666.93994140625,5614.75,5638.16015625,3620470000,0.0028262026252154904,0.004340394291012316,5514.522391183035
2024-07-16,5667.2001953125,5669.669921875,5639.02001953125,5644.08984375,4041760000,0.006389375498743188,0.004453025626583762,5525.639532180059
2024-07-17,5588.27001953125,5622.490234375,5584.81005859375,5610.06982421875,4246450000,-0.013927543241993745,0.005640122448560962,5533.100004650298
2024-07-18,5544.58984375,5614.0498046875,5522.81005859375,5608.56005859375,4007510000,-0.007816403936922511,0.0057861225904600804,5536.498093377976
2024-07-19,5505.0,5557.5,5497.0400390625,5543.3701171875,3760570000,-0.007140265531926926,0.006008316804631833,5537.353817894345
2024-07-22,5564.41015625,5570.35986328125,5529.0400390625,5544.5400390625,3375180000,0.01079203564940956,0.0063993459948396714,5541.698590959822
2024-07-23,5555.740234375,5585.33984375,5550.89990234375,5565.2998046875,3500210000,-0.001558102589770738,0.0063992714944805145,5546.037644159226
2024-07-24,5427.1298828125,5508.0400390625,5419.97998046875,5505.83984375,3945550000,-0.02314909375473495,0.008242327695086543,5545.050013950893
2024-07-25,5399.22021484375,5491.58984375,5390.9501953125,5428.7001953125,4592120000,-0.005142620237842288,0.00825549591586533,5541.712890625
2024-07-26,5459.10009765625,5488.31982421875,5430.7001953125,5433.669921875,3638770000,0.011090468702846357,0.008632326174653595,5540.817661830357
2024-07-29,5463.5400390625,5487.740234375,5444.43994140625,5476.5498046875,3379970000,0.0008133101292933098,0.008631786762944503,5539.897181919643
2024-07-30,5436.43994140625,5489.4599609375,5401.7001953125,5478.72998046875,3777740000,-0.004960171878030217,0.008653938669153654,5538.7524181547615
2024-07-31,5522.2998046875,5551.509765625,5493.75,5505.58984375,4546910000,0.0157933986591674,0.009317893604241734,5541.0005115327385
2024-08-01,5446.68017578125,5566.16015625,5410.419921875,5537.83984375,4703620000,-0.013693502993456064,0.00970740269789341,5538.032435825893
2024-08-02,5346.56005859375,5383.89013671875,5302.02978515625,5376.6298828125,5156450000,-0.018381860868696753,0.010361425446077212,5528.9629138764885
2024-08-05,5186.330078125,5250.89013671875,5119.259765625,5151.14013671875,5333250000,-0.02996879838863975,0.011919634719236764,5510.826729910715
2024-08-06,5240.02978515625,5312.33984375,5193.56005859375,5206.419921875,4690190000,0.010354085880061037,0.012258088090262124,5494.978143601191
2024-08-07,5199.5,5330.64013671875,5195.5400390625,5293.1298828125,4558260000,-0.007734647858502863,0.01227325470065856,5477.0029064360115
2024-08-08,5319.31005859375,5328.02978515625,5233.85009765625,5252.56982421875,4016830000,0.023042611519136447,0.01325752699684321,5462.0219494047615
2024-08-09,5344.16015625,5358.669921875,5300.83984375,5314.66015625,3516400000,0.004671676849538509,0.013271853477724875,5450.575288318452
2024-08-12,5344.39013671875,5371.2001953125,5324.3701171875,5351.8798828125,3360160000,4.303397765514916e-05,0.01317001896617347,5437.672433035715
2024-08-13,5434.43017578125,5436.5,5376.97998046875,5376.97998046875,3648980000,0.016847579753558328,0.01378245097354023,5428.301478794643
2024-08-14,5455.2099609375,5463.22021484375,5415.91015625,5442.35986328125,3380050000,0.0038237284285767004,0.013719299714424456,5418.206705729167
2024-08-15,5543.22021484375,5546.22998046875,5501.1298828125,5501.1298828125,3723310000,0.016133247764330783,0.013948654345330717,5416.061476934524
2024-08-16,5554.25,5561.97998046875,5525.169921875,5530.5,3357690000,0.001989779357261412,0.013847955914147088,5416.521484375
2024-08-19,5608.25,5608.2998046875,5550.740234375,5557.22998046875,3222050000,0.009722284736913167,0.013891417414091802,5421.438151041667
2024-08-20,5597.1201171875,5620.509765625,5585.5,5602.8798828125,2994420000,-0.0019845553982971165,0.013718793625267576,5422.995768229167
2024-08-21,5620.85009765625,5632.68017578125,5591.56982421875,5603.08984375,3119670000,0.004239676828782013,0.013736397148294789,5426.096237909226
2024-08-22,5570.64013671875,5643.22021484375,5560.9501953125,5637.77001953125,2981530000,-0.008932805548120926,0.012825204439351664,5432.930059523809
2024-08-23,5634.60986328125,5641.81982421875,5585.16015625,5602.490234375,3291940000,0.01148337085011919,0.012918998194990811,5444.139090401785
2024-08-26,5616.83984375,5651.6201171875,5602.33984375,5639.66015625,2938570000,-0.0031537266931381813,0.012797495145553058,5451.650506882441
2024-08-27,5625.7998046875,5631.18017578125,5593.47998046875,5602.89013671875,2798990000,0.0015951960865450143,0.012796731508411813,5459.377162388393
2024-08-28,5592.18017578125,5627.02978515625,5560.9501953125,5624.509765625,3053450000,-0.00597597320797616,0.012824154519420608,5466.793364025298
2024-08-29,5591.9599609375,5646.9501953125,5583.7099609375,5607.2998046875,3065640000,-3.937906806072977e-05,0.012395399201328337,5470.110514322917
2024-08-30,5648.39990234375,5651.3701171875,5581.7900390625,5612.740234375,4185850000,0.010093051774424433,0.01210048403684866,5479.716215587798
2024-09-03,5528.93017578125,5623.89013671875,5504.330078125,5623.89013671875,3866350000,-0.02115107439771169,0.012344090164933938,5488.400506882441
2024-09-04,5520.06982421875,5552.990234375,5503.66015625,5506.68017578125,3478140000,-0.0016025435809103872,0.01004697514870946,5504.292875744048
2024-09-05,5503.41015625,5546.2998046875,5480.5400390625,5520.080078125,3521650000,-0.003018017615584734,0.009982597218170932,5516.834798177083
2024-09-06,5408.419921875,5522.47021484375,5402.6201171875,5507.330078125,3822800000,-0.01726024985928465,0.010658938776660958,5526.783365885417
2024-09-09,5471.0498046875,5484.2001953125,5434.490234375,5442.06982421875,3825940000,0.0115800702824842,0.009781167223150826,5534.009068080357
2024-09-10,5495.52001953125,5497.91015625,5441.72021484375,5490.509765625,3848180000,0.004472672652839682,0.009777920545651717,5541.216680617559
2024-09-11,5554.1298828125,5560.41015625,5406.9599609375,5496.419921875,3839450000,0.010665025888896507,0.009978180272364304,5551.204287574405
2024-09-12,5595.759765625,5600.7099609375,5535.5,5557.47998046875,3655070000,0.007495302358939249,0.00947275563345117,5558.886648995535
2024-09-13,5626.02001953125,5636.27001953125,5601.64990234375,5603.33984375,3500790000,0.005407711405364557,0.009498981196424418,5567.020461309524
2024-09-16,5633.08984375,5636.0498046875,5604.52978515625,5615.2099609375,3437070000,0.0012566297656613212,0.008889230736811676,5571.299967447917
2024-09-17,5634.580078125,5670.81005859375,5614.0498046875,5655.509765625,3443600000,0.00026455008109871336,0.008885694700039972,5575.125209263393
2024-09-18,5618.259765625,5689.75,5615.080078125,5641.68017578125,3691390000,-0.002896455862498093,0.008670672552811358,5575.601864769345
2024-09-19,5713.64013671875,5733.56982421875,5686.419921875,5702.6298828125,4024530000,0.01697685316676334,0.009397290871403525,5581.150437127976
2024-09-20,5702.5498046875,5715.14013671875,5674.490234375,5709.64013671875,7867260000,-0.0019410273951238066,0.00938831934408985,5585.040899367559
2024-09-23,5718.56982421875,5725.35986328125,5704.22021484375,5711.89990234375,3529550000,0.0028092730585327352,0.00913019967719546,5592.085170200893
2024-09-24,5732.93017578125,5735.31982421875,5698.990234375,5727.66015625,3872710000,0.0025111788443470395,0.008834419869746557,5596.76708984375
2024-09-25,5722.259765625,5741.02978515625,5712.06005859375,5733.64990234375,3624910000,-0.0018612489301417234,0.008809516322930415,5601.7870861235115
2024-09-26,5745.3701171875,5767.3701171875,5721.009765625,5762.22021484375,4391180000,0.00403867571712313,0.008834939640509108,5607.480910528274
2024-09-27,5738.169921875,5763.77978515625,5727.33984375,5755.35986328125,3898530000,-0.0012532169669905446,0.008706614591784845,5614.432803199405
2024-09-30,5762.47998046875,5765.14013671875,5703.52978515625,5726.52001953125,4425730000,0.004236552581176722,0.00872458548518095,5622.552804129465
2024-10-01,5708.75,5757.72998046875,5681.27978515625,5757.72998046875,4025180000,-0.009324107094664358,0.008793418975447088,5625.426618303572
2024-10-02,5709.5400390625,5719.6298828125,5674.0,5698.14013671875,3829050000,0.00013839090212397487,0.007260940239789538,5634.027087983631
2024-10-03,5699.93994140625,5718.77978515625,5677.3701171875,5698.18994140625,3597450000,-0.001681413492255035,0.00726267638699684,5642.592331659226
2024-10-04,5751.06982421875,5753.2099609375,5702.830078125,5737.47998046875,3479400000,0.008970249395274354,0.007355957703373137,5654.385649181548
2024-10-07,5695.93994140625,5739.33984375,5686.85009765625,5737.7998046875,3637790000,-0.009586022165882668,0.00648371903553046,5668.077078683035
2024-10-08,5751.1298828125,5757.60009765625,5714.56005859375,5719.14013671875,3393400000,0.009689347495581924,0.006363180739107651,5681.414225260417
2024-10-09,5792.0400390625,5796.7998046875,5745.02001953125,5751.7998046875,3650340000,0.007113411987488272,0.0064319218653288495,5695.534226190476
2024-10-10,5780.0498046875,5795.02978515625,5764.759765625,5778.35986328125,3208790000,-0.002070122839989974,0.006223062408132822,5706.292317708333
2024-10-11,5815.02978515625,5822.1298828125,5775.08984375,5775.08984375,3208720000,0.006051847587953629,0.006166099097899857,5716.733747209822
2024-10-14,5859.85009765625,5871.41015625,5829.56982421875,5829.81005859375,3005250000,0.0077076668832223305,0.006252273130559032,5727.868512834822
2024-10-15,5815.259765625,5870.35986328125,5804.47998046875,5866.740234375,3882120000,-0.007609466332438197,0.006592220913721956,5736.543271019345
2024-10-16,5842.47021484375,5846.52001953125,5808.33984375,5816.580078125,3467230000,0.004679145956573816,0.006619932492870424,5746.442801339285
2024-10-17,5841.47021484375,5878.4599609375,5840.25,5875.6201171875,3480010000,-0.00017116047891174713,0.006550690253640245,5757.071870349702
2024-10-18,5864.669921875,5872.169921875,5846.10986328125,5859.43017578125,3374490000,0.00397155273894878,0.00559717754552003,5764.263764880952
2024-10-21,5853.97998046875,5866.919921875,5824.7900390625,5857.81982421875,3407010000,-0.0018227694906369774,0.005593856500546394,5771.474725632441
2024-10-22,5851.2001953125,5863.0400390625,5821.169921875,5832.7001953125,3342080000,-0.0004748538883844189,0.005594393667802189,5777.790457589285
2024-10-23,5797.419921875,5834.85009765625,5762.41015625,5834.5,3532650000,-0.009191323428069387,0.0060146263229849915,5780.861397879465
2024-10-24,5809.85986328125,5817.7998046875,5784.919921875,5817.7998046875,3543030000,0.002145772011323821,0.005997841060266942,5785.032831101191
2024-10-25,5808.1201171875,5862.81982421875,5799.97998046875,5826.75,3501280000,-0.00029944716993013376,0.00595311884926241,5788.020926339285
2024-10-28,5823.52001953125,5842.919921875,5823.080078125,5833.93017578125,3691280000,0.0026514435020339455,0.0059554749660993365,5792.085216703869
2024-10-29,5832.919921875,5847.18994140625,5802.169921875,5819.68017578125,3879100000,0.001614127248163344,0.005905339337334915,5795.439499627976
2024-10-30,5813.669921875,5850.93994140625,5811.27978515625,5832.64990234375,3851120000,-0.003300233889343751,0.0055340432333154475,5800.435686383928
2024-10-31,5705.4501953125,5775.33984375,5702.85986328125,5775.33984375,4425660000,-0.018614700871699585,0.006983344063719033,5800.240931919643
2024-11-01,5728.7998046875,5772.52001953125,5723.22021484375,5723.22021484375,3796450000,0.004092509543626166,0.0070278041924849155,5801.6152111235115
2024-11-04,5712.68994140625,5741.43017578125,5696.509765625,5725.14990234375,3602060000,-0.002812083478299976,0.0067633454990764525,5799.78759765625
2024-11-05,5782.759765625,5783.43994140625,5722.10009765625,5722.43017578125,3768310000,0.012265644545291332,0.006941360327018913,5803.921875
2024-11-06,5929.0400390625,5936.14013671875,5864.89013671875,5864.89013671875,6329530000,0.025295927786425976,0.008587318159826881,5812.393787202381
2024-11-07,5973.10009765625,5983.83984375,5947.2099609375,5947.2099609375,4925740000,0.007431229727488331,0.008598003644211767,5821.015694754465
2024-11-08,5995.5400390625,6012.4501953125,5976.759765625,5976.759765625,4666740000,0.0037568333092317108,0.008570943454045531,5831.277134486607
2024-11-11,6001.35009765625,6017.31005859375,5986.68994140625,6008.85986328125,4333000000,0.0009690634297987444,0.008515850439002322,5840.149530319941
2024-11-12,5983.990234375,6009.919921875,5960.080078125,6003.60009765625,4243400000,-0.00289265965137242,0.008445697354029143,5846.060965401785
2024-11-13,5985.3798828125,6008.18994140625,5965.91015625,5985.75,4220180000,0.00023222772482434095,0.008214691714668031,5854.161923363095
2024-11-14,5949.169921875,5993.8798828125,5942.27978515625,5989.68017578125,4184570000,-0.006049734794859041,0.008333716372059374,5859.242861793155
2024-11-15,5870.6201171875,5915.31982421875,5853.009765625,5912.7900390625,4590960000,-0.013203489851361216,0.008884150292302448,5860.630952380952
