Date,Close,High,Low,Open,Volume
2010-03-01,6.289259910583496,6.304607189244981,6.1827281721855885,6.1917560540675405,550093600
2010-03-02,6.285048007965088,6.344633085337924,6.251643753271007,6.317548630519751,566546400
2010-03-03,6.2994914054870605,6.3157423177666505,6.257661960679383,6.28775543909299,372052800
2010-03-04,6.341021537780762,6.347341337824556,6.278426628439884,6.297988316082593,366041200
2010-03-05,6.588993549346924,6.61156386308845,6.458989040418914,6.468318269506473,899620400
2010-03-08,6.592905521392822,6.623299544951842,6.567927665741896,6.620892403858564,429889600
2010-03-09,6.711474895477295,6.771059980948153,6.557094807948825,6.569734007625535,920259200
2010-03-10,6.766244888305664,6.7855052333841055,6.716891861213809,6.735850861607487,596218000
2010-03-11,6.786107063293457,6.786107063293457,6.720503514606205,6.738259147181756,405700400
2010-03-12,6.819209575653076,6.853214914769391,6.793629833356823,6.842380971390462,416323600
2010-03-15,6.736151218414307,6.7861057251506125,6.6281147386043004,6.782495214348367,493502800
2010-03-16,6.754508018493652,6.770457588790943,6.696126708957758,6.746382962806636,446908000
2010-03-17,6.744576930999756,6.814694606763891,6.718997592087978,6.768049669941151,450956800
2010-03-18,6.760526180267334,6.771058777827615,6.699135046559087,6.7439739223481565,342109600
2010-03-19,6.688302040100098,6.77828194707869,6.657606269899051,6.764739920050717,559445600
2010-03-22,6.763537406921387,6.801154869962735,6.625106878674762,6.634737052072342,456419600
2010-03-23,6.872173309326172,6.884812908822983,6.743974068044185,6.7903184626134605,602431200
2010-03-24,6.90256929397583,6.927547152525729,6.846594718962101,6.850507378399074,597780400
2010-03-25,6.820714473724365,6.950719394674128,6.808676757825542,6.949214278393854,542284400
2010-03-26,6.948610782623291,6.980208570503623,6.877890431660791,6.889928143378381,640875200
2010-03-29,6.993450164794922,7.0379889003916665,6.970278772085276,7.011808079358884,540744400
2010-03-30,7.097573280334473,7.146626555414514,7.049423235455928,7.120143588759241,527310000
2010-03-31,7.071996688842773,7.1204480998636654,7.055746573845187,7.086743294535618,430659600
2010-04-01,7.101187705993652,7.184245545236783,7.004286491750364,7.144522685016904,603145200
2010-04-05,7.177023887634277,7.177625773518043,7.065075524011753,7.071395727584272,684507600
2010-04-06,7.208620071411133,7.229685266675465,7.132182197041003,7.168294534341066,447017200
2010-04-07,7.240518569946289,7.28024221782921,7.182136467585722,7.208919976252761,628502000
2010-04-08,7.220960140228271,7.268808858544516,7.163481248589745,7.235705941335068,572989200
2010-04-09,7.276330471038818,7.279340703143118,7.236306277120279,7.265497331957649,334182800
2010-04-12,7.291378974914551,7.314851718156063,7.27693371532847,7.288670086949226,333026400
2010-04-13,7.295588970184326,7.306724255908901,7.255865322986309,7.278436435451623,306210800
2010-04-14,7.393698215484619,7.397309530900143,7.344947064547012,7.38135995627457,404076400
2010-04-15,7.490896701812744,7.494206670682066,7.388277220251656,7.39640227372039,376784800
2010-04-16,7.445155620574951,7.557705833778967,7.359388918766693,7.480364728039852,750545600
2010-04-19,7.435226440429687,7.45990295520319,7.275729914157724,7.434022668802402,566924400
2010-04-20,7.360593795776367,7.50082996818253,7.311541310081794,7.479463424784002,738326400
2010-04-21,7.800863265991211,7.831859982136367,7.695836205437468,7.788223664501901,982391200
2010-04-22,8.019041061401367,8.027467461786438,7.709979563470833,7.771371105547725,793424800
2010-04-23,8.150249481201172,8.190875566097228,8.034991166527515,8.064783307350293,796955600
2010-04-26,8.110224723815918,8.199301402640431,8.070801609611443,8.181847519754086,479068800
2010-04-27,7.885727405548096,8.060270279817415,7.839985689247099,8.043116935308067,709343600
2010-04-28,7.872486114501953,7.944709998402514,7.716300368440147,7.92214048670062,758402400
2010-04-29,8.084342956542969,8.125269572207047,7.884822289941693,7.915216308874787,558840800
2010-04-30,7.857136249542236,8.142422802046264,7.854428166036548,8.104504811452983,542463600
2010-05-03,8.015429496765137,8.061473352782082,7.911004332788278,7.939894847492478,454342000
2010-05-04,7.784614562988281,7.923346463369734,7.72653457716817,7.911309547829314,723819600
2010-05-05,7.703658103942871,7.768359598496529,7.485178459639341,7.614581448746657,883103200
2010-05-06,7.410548686981201,7.771671275360823,5.996149002978809,7.6386577471224,1285860800
2010-05-07,7.097875118255615,7.420178088575527,6.777378608668771,7.334110841976601,1676018400
2010-05-10,7.643472194671631,7.663334423631764,7.479161409384732,7.530922778240541,984306400
2010-05-11,7.71960973739624,7.821024661807859,7.538446165856317,7.578770899197833,848906800
2010-05-12,7.887230396270752,7.9185276476788,7.785213587254537,7.801462893253,654379600
2010-05-13,7.774983882904053,7.974805165261444,7.715999872696161,7.921238127748902,599712400
2010-05-14,7.638358592987059,7.718407808605986,7.508354456031485,7.678684143739345,759362800
2010-05-17,7.650394439697266,7.709378438479263,7.454485051554623,7.664839697419984,762834800
2010-05-18,7.594418048858643,7.780697200815332,7.531220871745999,7.73345039205258,782678400
2010-05-19,7.473443984985352,7.611272603537879,7.368417737097622,7.50835255392336,1025726800
2010-05-20,7.15505313873291,7.338322890713206,7.108407404871072,7.279037558803012,1282915200
2010-05-21,7.292281150817871,7.357885088111906,6.962153658917422,7.006391054623354,1223891200
2010-05-24,7.425894737243652,7.5504826551592625,7.410848399685268,7.441543764033439,754238800
2010-05-25,7.379549980163574,7.425893560371255,7.136995728461914,7.202900187263955,1048006400
2010-05-26,7.346147537231445,7.587498880664425,7.335313594665235,7.525806801985404,850654000
2010-05-27,7.624212265014648,7.640463178787095,7.496615711959011,7.541454990878496,666282400
2010-05-28,7.7304463386535645,7.806282361042011,7.624215477639038,7.8059818198605875,815614800
2010-06-01,7.849315166473389,8.003093393928756,7.793040041614092,7.8150084746199955,876472800
2010-06-02,7.943207263946533,7.968786207087022,7.834267532718274,7.960961691069337,688548000
2010-06-03,7.918232440948486,7.991359590512393,7.836678082700315,7.980224296268296,650106800
2010-06-04,7.702756881713867,7.88151210563598,7.662732689713576,7.770467011172467,758304400
2010-06-07,7.55169153213501,7.79875972986994,7.539954352314363,7.772879433190238,886942000
2010-06-08,7.503238677978516,7.637757358183465,7.392494087988883,7.620904553721893,1000770400
2010-06-09,7.318766117095947,7.580581716547101,7.297400368580076,7.567640765211928,854630000
2010-06-10,7.538747310638428,7.5528904198560145,7.288669014170197,7.3681163230284925,776356000
2010-06-11,7.629027843475342,7.639560440920881,7.44425296047905,7.470133240736243,545759200
2010-06-14,7.652199745178223,7.798755299617568,7.644074689875547,7.702757341298081,602960400
2010-06-15,7.815007209777832,7.819822296077729,7.68891494984971,7.693128150362119,585074000
2010-06-16,8.042516708374023,8.057563052267502,7.843296493675896,7.857440410513597,783678000
2010-06-17,8.181548118591309,8.21254483674863,8.110225853793313,8.143328770542665,872855200
2010-06-18,8.247751235961914,8.275739322093672,8.16800339170237,8.192981245824896,784621600
2010-06-21,8.130388259887695,8.396415353515389,8.087053286082952,8.356691694493193,776490400
2010-06-22,8.241130828857422,8.304929100640834,8.170411273885898,8.190272696767282,717262000
2010-06-23,8.154463768005371,8.265509700585364,8.062076297148357,8.263102157137237,768457200
2010-06-24,8.09517765045166,8.221570430144858,8.068092794586807,8.155363808283136,714277200
2010-06-25,8.02596378326416,8.133398398453275,7.999180264749842,8.127078998825414,549942400
2010-06-28,8.074115753173828,8.117752085775363,7.960361711510389,8.032886964538891,584948000
2010-06-29,7.709072113037109,7.95644136661466,7.652797038229955,7.948315512602809,1133344800
2010-06-30,7.569444179534912,7.763246600689521,7.523702462349822,7.725328595926939,739452000
2010-07-01,7.477656841278076,7.667848706285046,7.3193649186622,7.652801563647738,1022896000
2010-07-02,7.431314468383789,7.551387873779951,7.318763430161895,7.538145582500732,693842800
2010-07-06,7.482170581817627,7.60766012179175,7.407838910555691,7.553492021289863,615235600
2010-07-07,7.784306526184082,7.787316756963914,7.515872852705911,7.538141006774236,654556000
2010-07-08,7.766857147216797,7.91160786649835,7.670557832015397,7.898968264966245,738144400
2010-07-09,7.812899589538574,7.821325185444288,7.678681494111204,7.730743399875962,433322400
2010-07-12,7.742782592773437,7.880009339223491,7.669655477894179,7.780098708350719,562878400
2010-07-13,7.577567100524902,7.715997591921445,7.415964412351802,7.713590852798619,1190924000
2010-07-14,7.605554580688477,7.69794203532957,7.493305699672367,7.50474233262953,812047600
2010-07-15,7.567035675048828,7.733152129737816,7.442147190250457,7.4701344767790685,824866000
2010-07-16,7.520392894744873,7.672967365246902,7.475553597344363,7.6190997786961425,1039858400
2010-07-19,7.390385150909424,7.519788169105098,7.210426143321925,7.519788169105098,1024478000
2010-07-20,7.580272674560547,7.610667489399351,7.22276154015622,7.30973198274225,1074950800
2010-07-21,7.650996208190918,7.979317239417509,7.643774383025993,7.977511582229839,1185671200
2010-07-22,7.794845581054687,7.824337185381612,7.683197760063679,7.754520030963849,645318800
2010-07-23,7.822531700134277,7.835773189693075,7.712388993198533,7.73676496991152,533388800
2010-07-26,7.802665710449219,7.827342213895781,7.755418901144132,7.824332786208944,420551600
2010-07-27,7.947116374969482,7.96878345440957,7.833362399841349,7.850515738777228,584771600
2010-07-28,7.85322380065918,8.00459522605137,7.831858065890758,7.934778099221597,519985200
2010-07-29,7.767459869384766,7.904084743457048,7.706972350218268,7.845703422979775,643806800
2010-07-30,7.741577625274658,7.815306614557274,7.670857260906201,7.700651004847806,448210000
2010-08-02,7.880008697509766,7.902277666449719,7.812900446025046,7.837576957940755,428055600
2010-08-03,7.882418155670166,7.922442361988071,7.8068834854177105,7.854732208307933,417653600
2010-08-04,7.9140119552612305,7.95313290718447,7.83366224670069,7.909798756589548,420375200
2010-08-05,7.875494480133057,7.920033218906279,7.840886453741603,7.876396906901524,289097200
2010-08-06,7.827046871185303,7.869178083196596,7.753015704507464,7.817717237367166,444897600
2010-08-09,7.876998424530029,7.889036138118594,7.811394492643728,7.868872566064906,303128000
2010-08-10,7.806578636169434,7.83787668840846,7.750604077096783,7.819820119809021,451920000
2010-08-11,7.529115676879883,7.694631005456664,7.51768065386379,7.685904065895542,620054400
2010-08-12,7.577268600463867,7.616690917555826,7.4066375811733245,7.423790925798971,534920400
2010-08-13,7.49631404876709,7.579973737130128,7.496012704171707,7.57305245446337,354869200
2010-08-16,7.452378273010254,7.523700522084271,7.421682102739527,7.450572615935505,318430000
2010-08-17,7.582686901092529,7.662736124561128,7.499326903135242,7.52580988470058,422640400
2010-08-18,7.615784645080566,7.663934689402327,7.570945373345226,7.594418911700053,339696000
2010-08-19,7.5197906494140625,7.628127703281263,7.483678298124996,7.608867354014561,426706000
2010-08-20,7.51256513595581,7.641365457913707,7.493304794079076,7.5050419667030575,384230000
2010-08-23,7.397006034851074,7.583586592459163,7.3804553827224,7.577267194112887,414041600
2010-08-24,7.220359325408935,7.312746001872886,7.181839429991955,7.302816089540192,602565600
2010-08-25,7.309432983398437,7.342536695301409,7.138200929730641,7.163479324325417,596867600
2010-08-26,7.230891227722168,7.395503395305885,7.230891227722168,7.386475107350469,466505200
2010-08-27,7.271215915679932,7.301008860610665,7.088848538512824,7.275128575123431,548391200
2010-08-30,7.297698497772217,7.395502935577888,7.242927691166689,7.245335234471805,383289200
2010-08-31,7.3157548904418945,7.35969175108063,7.232997600353369,7.278137429028834,420786800
2010-09-01,7.533329010009766,7.56733434223535,7.411449984244181,7.447260973333695,697037600
2010-09-02,7.588702201843262,7.588702201843263,7.480365181893571,7.561316803096327,415427600
2010-09-03,7.787322998046875,7.787623539214505,7.658823166406828,7.676578399291278,520788800
2010-09-07,7.758430004119873,7.810190564339198,7.711483725653544,7.723220094373708,342557600
2010-09-08,7.912209033966064,7.956446429933539,7.797250466210952,7.817714581119357,526551200
2010-09-09,7.916725635528564,8.020548149363641,7.912211892696099,7.976010196230913,438575200
2010-09-10,7.926954746246338,7.959757116522738,7.866466436157766,7.920334003259878,387542400
2010-09-13,8.036191940307617,8.073508041276193,7.997672871809916,7.999477724896365,388780000
2010-09-14,8.066889762878418,8.100293216129332,7.990451880933649,8.011216537207792,408150400
2010-09-15,8.131891250610352,8.136707139790023,8.060268459571652,8.070199975402048,429368800
2010-09-16,8.32298469543457,8.325994123625271,8.110223345658607,8.132493114269796,652103200
2010-09-17,8.286874771118164,8.364816967406007,8.236016630212518,8.356691107922718,634477200
2010-09-20,8.523408889770508,8.539960343598944,8.301317903130025,8.308239186415179,658677600
2010-09-21,8.539657592773438,8.647392697228966,8.5101660039266,8.5423664795855,668074400
2010-09-22,8.65943431854248,8.66635560381319,8.498734015842913,8.507762303317246,585289600
2010-09-23,8.6946382522583,8.810197852297895,8.606765383971872,8.616696092481934,786116800
2010-09-24,8.796960830688477,8.833374518462419,8.743695948303166,8.790340890716685,649488000
2010-09-27,8.76205062866211,8.86948440748654,8.757536887960226,8.846914900391457,482834800
2010-09-28,8.632652282714844,8.780411663606058,8.275742762740354,8.780411663606058,1035042400
2010-09-29,8.647994995117188,8.721423429748125,8.606767037680441,8.643781795997397,469644000
2010-09-30,8.539056777954102,8.727141601569478,8.46382268779084,8.697048126221285,673391600
2010-10-01,8.502043724060059,8.624223318221764,8.46683380911633,8.611283176256753,448142800
2010-10-04,8.385278701782227,8.51347631322896,8.359096277089014,8.47435535744541,435302000
2010-10-05,8.695245742797852,8.710592625453046,8.480978414056715,8.486396189889856,501967200
2010-10-06,8.702767372131348,8.78702977055111,8.58449963397662,8.714805087215824,670868800
2010-10-07,8.703672409057617,8.741590415858052,8.634156598980788,8.73737721470401,408399600
2010-10-08,8.849628448486328,8.862568596501852,8.727148255970514,8.778607503220723,658403200
2010-10-11,8.888446807861328,8.945023278541179,8.865576750968373,8.869789952243487,427753200
2010-10-12,8.98414134979248,9.01303186089655,8.802074557407446,8.889948254844366,558544000
2010-10-13,9.032292366027832,9.087062358694316,9.022060308915249,9.034098023165347,630092400
2010-10-14,9.097597122192385,9.102411405027295,9.04011742983742,9.078938662311916,435296400
2010-10-15,9.47165870666504,9.479483221106968,9.175838702666388,9.25197523807924,922194000
2010-10-18,9.569767951965332,9.599860642049126,9.458120118111136,9.583911869882574,1093010800
2010-10-19,9.313664436340332,9.442464727552254,9.028678463640528,9.130394709139228,1232784000
2010-10-20,9.344963073730469,9.456911390094946,9.234821217840665,9.298920028438026,721624400
2010-10-21,9.31457233428955,9.47166052101683,9.232717467004177,9.400037713038603,551460000
2010-10-22,9.252877235412598,9.3302175319716,9.21766813049455,9.30102647992885,372778000
2010-10-25,9.294105529785156,9.377163341165064,9.28206781643198,9.301629502423728,392462000
2010-10-26,9.270334243774414,9.32119238824408,9.198108751717518,9.23482378533591,392929600
2010-10-27,9.263714790344238,9.32600797004827,9.196605720007376,9.258297817416503,399002800
2010-10-28,9.185769081115724,9.268826890299929,9.055163109029117,9.267321774377734,551051200
2010-10-29,9.057570457458496,9.2050292377153,9.054259684358303,9.15537487348378,430511200
2010-11-01,9.153873443603516,9.19660654137514,9.094288343248705,9.09489022918332,423889200
2010-11-02,9.3097562789917,9.334734139182384,9.238736161699528,9.238736161699528,433930000
2010-11-03,9.413273811340332,9.415681353328116,9.284774070291364,9.370239400101395,508348400
2010-11-04,9.577887535095217,9.63536640461626,9.480383674897734,9.493023272519595,642488000
2010-11-05,9.543581008911133,9.617009452399948,9.532145984934967,9.569462092340526,361253200
2010-11-08,9.588418006896973,9.623025215910836,9.53244346198754,9.54568494227664,281758400
2010-11-09,9.511985778808594,9.669074764332317,9.464438405943907,9.6615507897488,383544000
2010-11-10,9.570666313171388,9.59293528009414,9.435846329498936,9.528835659549712,384227200
2010-11-11,9.529138565063477,9.581802361694216,9.456913080179223,9.479483393533222,361284000
2010-11-12,9.269729614257812,9.524622169054712,9.137318784555298,9.509575830864147,795846800
2010-11-15,9.23993682861328,9.345264402876971,9.21676463370157,9.28266990466457,403606000
2010-11-16,9.075928688049316,9.256790941141572,9.007615858937475,9.200215286268143,657650000
2010-11-17,9.043126106262209,9.148152348191374,8.960669372667756,9.064191302142229,479449600
2010-11-18,9.281766891479492,9.319082997745204,9.169217490625227,9.184564369137243,494491200
2010-11-19,9.230609893798828,9.280866148709531,9.18577061065584,9.2679260068351,384843200
2010-11-22,9.430131912231444,9.430131912231444,9.204730890081976,9.2291060610477,393075200
2010-11-23,9.290791511535645,9.381675412020606,9.2254889483691,9.342552857288334,519447600
2010-11-24,9.473464965820312,9.491521538756755,9.381680199277035,9.389202565955186,413725200
2010-11-26,9.479484558105469,9.560737535444789,9.417491926724324,9.441566555586178,237585600
2010-11-29,9.535758972167969,9.554115282675545,9.370544945327572,9.494530198937587,445785200
2010-11-30,9.363621711730955,9.460222348224178,9.355195312750256,9.435545036923555,501858000
2010-12-01,9.521614074707031,9.562240154387522,9.479482878972233,9.487607934191187,461750800
2010-12-02,9.574278831481934,9.599857771120742,9.47617305893932,9.55562037276328,462837200
2010-12-03,9.552910804748535,9.58932368250341,9.519807896394765,9.539970664601409,342092800
2010-12-06,9.634467124938965,9.700071069709663,9.582404405236325,9.589025149010324,448481600
2010-12-07,9.576082229614258,9.750022353183043,9.573374146103012,9.744305645141797,391454000
2010-12-08,9.660341262817385,9.660642607342416,9.542976811549435,9.618811969340944,321935600
2010-12-09,9.62272834777832,9.705184277566977,9.600458576973985,9.694050597543374,294151200
2010-12-10,9.646801948547363,9.661547744776607,9.587817960044752,9.619416554013494,262511200
2010-12-13,9.68020725250244,9.782225681578524,9.660045285289758,9.761461025031066,439815600
2010-12-14,9.638675689697266,9.70638660963144,9.59985447297755,9.682010646311715,351008000
2010-12-15,9.640786170959473,9.720232682580503,9.605576254880102,9.629951423412956,417312000
2010-12-16,9.66756820678711,9.708495633080704,9.632960982488353,9.66275312091895,322030800
2010-12-17,9.648308753967283,9.683819208979653,9.636872924927207,9.67900412306804,386929200
2010-12-20,9.69646167755127,9.727759747827996,9.57668958449039,9.678104557355072,385610400
2010-12-21,9.756343841552734,9.762061353934127,9.691643137492592,9.720231502985278,256354000
2010-12-22,9.785235404968262,9.802088207831586,9.73678480211501,9.76116077589224,265921600
2010-12-23,9.738290786743164,9.784935736305773,9.725350642326552,9.780421994072144,223157200
2010-12-27,9.770788192749023,9.793659849207083,9.67569266349632,9.715717660505073,249816000
2010-12-28,9.794560432434082,9.830371416304876,9.782222180788086,9.807801110587729,175924000
2010-12-29,9.789145469665527,9.82405403418585,9.783427154131202,9.817131947337526,163139200
2010-12-30,9.740094184875488,9.795766605990629,9.721737071885386,9.794864179187622,157494400
2010-12-31,9.706991195678713,9.734677135478744,9.669373739610467,9.718727565538504,193508000
2011-01-03,9.917946815490724,9.938711471019936,9.775604458969374,9.79967908416286,445138400
2011-01-04,9.96971035003662,10.00612323859852,9.87521587871752,10.00431758104774,309080800
2011-01-05,10.05125904083252,10.06149109618511,9.91583799315531,9.917343108970549,255519600
2011-01-06,10.043137550354004,10.088879262034856,10.01815969251036,10.072929690806832,300428800
2011-01-07,10.115059852600098,10.121981136501676,9.98806437800704,10.05096022959101,311931200
2011-01-10,10.305554389953612,10.329027134007031,10.146660546940048,10.196615464231408,448560000
2011-01-11,10.281180381774902,10.381090227657776,10.215876966463458,10.37868348762384,444108000
2011-01-12,10.36483669281006,10.365138037479504,10.292010927441842,10.329628385217942,302590400
2011-01-13,10.402753829956056,10.431644343711891,10.347683297073283,10.38710560525736,296780400
2011-01-14,10.487016677856444,10.487016677856444,10.365438974849864,10.409074484856609,308840000
2011-01-18,10.251383781433104,10.375068488015197,9.810512523265452,9.916442002373264,1880998000
2011-01-19,10.19691562652588,10.490628648604227,10.137932428520523,10.483104674722428,1135612800
2011-01-20,10.01153564453125,10.180661473378905,9.934495898011065,10.124386377428047,764789200
2011-01-21,9.832180976867676,10.077744746980336,9.829472089098152,10.044340488394957,754401200
2011-01-24,10.155085563659668,10.155085563659668,9.83218068667924,9.836695231633264,574683200
2011-01-25,10.273958206176758,10.275162781720304,10.068419367750446,10.12138453029249,546868000
2011-01-26,10.347681999206545,10.400345786256644,10.276962446909424,10.320898490564272,506875600
2011-01-27,10.328423500061035,10.372962240867862,10.31698847468113,10.345576841716651,285026000
2011-01-28,10.114455223083496,10.364232924367762,10.037115736405283,10.357311641793869,592057200
2011-01-31,10.211363792419434,10.233031687910124,10.06029442790094,10.105434269667684,377246800
2011-02-01,10.383193969726562,10.401851623336356,10.26131492478972,10.270945096245477,426633200
2011-02-02,10.361828804016112,10.389815288145687,10.338656602667722,10.365741463482244,258955200
2011-02-03,10.33534336090088,10.359418786986758,10.188185935086372,10.346177302639523,393797600
2011-02-04,10.427433967590332,10.433452826252736,10.337454039552249,10.34136589588984,321840400
2011-02-07,10.589335441589355,10.6305626043018,10.461738080149797,10.469261249830792,485021600
2011-02-08,10.689245223999023,10.698875395456364,10.597460464846318,10.643503516748126,381040800
2011-02-09,10.778324127197266,10.803603330613512,10.679316726367416,10.688946095511572,482745200
2011-02-10,10.669381141662598,10.83369268688748,10.472568579449552,10.755148629464884,928550000
2011-02-11,10.73890495300293,10.767493331275553,10.639294833665758,10.675708533155458,367572800
2011-02-14,10.809020042419434,10.818047526221662,10.7346891518887,10.737096695192196,310416400
2011-02-15,10.8306884765625,10.83279547900824,10.759968892185183,10.809321928877614,284174800
2011-02-16,10.927888870239258,10.981153748998269,10.848742101204008,10.857769583673065,481157600
2011-02-17,10.782536506652832,10.841821047628471,10.728969478507304,10.750938710167528,530583200
2011-02-18,10.549612045288086,10.81864853907429,10.518313987192878,10.794874454429465,816057200
2011-02-22,10.18999195098877,10.394327717369386,10.163209243903276,10.296523304414436,872555600
2011-02-23,10.310669898986816,10.371457952318597,10.189993808447468,10.194809698297789,671854400
2011-02-24,10.31849193572998,10.386804755640542,10.18277032981545,10.352799419795874,499900800
2011-02-25,10.477387428283691,10.48551248393034,10.37627303534904,10.390115603697293,380018800
2011-02-28,10.629359245300291,10.684731122138835,10.56646339547189,10.570074709646452,403074000
2011-03-01,10.51199722290039,10.70489722881415,10.46294472878049,10.697374057064364,456136800
2011-03-02,10.596559524536133,10.663668591004033,10.484611167908229,10.531557460322746,602590800
2011-03-03,10.820453643798828,10.827374927577464,10.710912856815831,10.749132197091653,500788400
2011-03-04,10.833697319030762,10.84242426167896,10.76598636926282,10.835803517620166,453266800
2011-03-07,10.69406032562256,10.883950835338714,10.57218128964289,10.87582497697724,546123200
2011-03-08,10.706099510192873,10.755453342176953,10.600470561321854,10.680519765501382,356316800
2011-03-09,10.607090950012209,10.676005666384308,10.550816638595077,10.673898664363206,453306000
2011-03-10,10.43254566192627,10.525836328845122,10.379279988227458,10.506274643775344,507539200
2011-03-11,10.592643737792969,10.602575253115766,10.382290723550856,10.392220631702308,471080400
2011-03-14,10.63989543914795,10.727769173256236,10.572185284455175,10.628459607063531,435957200
2011-03-15,10.395231246948242,10.467756463710533,10.234832326518552,10.29501928841482,721081200
2011-03-16,9.931188583374023,10.32210496325997,9.818337811185062,10.292011477581967,1162011200
2011-03-17,10.07052516937256,10.220090201110873,9.950752284648926,10.136429667217811,659422400
2011-03-18,9.951053619384766,10.17765845811102,9.93089084168724,10.145457961314658,753214000
2011-03-21,10.210755348205566,10.22399602780392,10.08917686790984,10.111146094075972,409402000
2011-03-22,10.267934799194336,10.31066868475921,10.20594217801112,10.308863027622666,325922800
2011-03-23,10.20744800567627,10.23844391663583,10.109944120677069,10.21015608977701,372996400
2011-03-24,10.381391525268556,10.412388247441342,10.197519801854664,10.2874997352758,404712000
2011-03-25,10.57910442352295,10.594752650139908,10.443080648671652,10.47467925017281,448910000
2011-03-28,10.545998573303224,10.662762783264748,10.545998573303224,10.627552874221127,309355200
2011-03-29,10.561651229858398,10.561651229858398,10.414193211558295,10.462342473359415,352900800
2011-03-30,10.49152660369873,10.559238321845404,10.45571562119786,10.552014892133071,329406000
2011-03-31,10.487921714782717,10.52674214564063,10.414192709189267,10.423220193100295,274019200
2011-04-01,10.369050979614258,10.580609424276853,10.331132976781218,10.566164968274563,418661600
2011-04-04,10.267632484436035,10.370251971671491,10.18367145105502,10.361525032145275,460084800
2011-04-05,10.19841766357422,10.299532039129913,10.111447198596816,10.141240135628244,482731200
2011-04-06,10.17284107208252,10.349189599107111,10.145757013815397,10.268539310124696,402539200
2011-04-07,10.174046516418455,10.244765293636284,10.112353616498376,10.174647598702888,373447200
2011-04-08,10.083160400390623,10.23633669334614,10.04975694975912,10.229415409659431,377535200
2011-04-11,9.954965591430664,10.101520391600436,9.931492844397289,10.05306978095739,398946800
2011-04-12,10.00311279296875,10.04313698935022,9.936906165071608,9.945633106519653,425639200
2011-04-13,10.115360260009766,10.115660801045331,10.00672190792283,10.0819560078506,346220000
2011-04-14,10.003713607788086,10.111448741746624,9.992880468329789,10.07533640185222,301800800
